Product_Name,Total_Rating,User,Time,Heading,Detail,Recommend,No_helpful_vote,Yes_helpful_vote
Freshpet® Nature's Fresh With-Grains Beef All Life Stage Dog Food,4.8,beth,09-27-2018,Great Product for special needs pets,I'm glad Freshpet started a podcast for our pets. I have listened to them and it has help a lot. the Are We Crazy Pet Parents was great having 3 rescues and pet sit our daughters 2 pups we have a full house. Look forward to more podcast on our pets. Thank you,N,3,13
Freshpet® Nature's Fresh With-Grains Beef All Life Stage Dog Food,4.8,Claudia,09-18-2018,Life saving recipe!,"Memphis is a rescue long haired German Shepherd. For six months nothing would stay in. I cooked chicken and rice everyday, it didn√¢‚Ç¨‚Ñ¢t work. His blood exam came back with poor blood count and a liver that was failing. I switched to Freshpet in less than 24 hrs his stool was solid. He gained 7 lbs in 2 weeks! And now he√¢‚Ç¨‚Ñ¢s a normal, vital, happy dog! Nothing else works for him! Thank you guys!",N,3,13
Freshpet® Nature's Fresh With-Grains Beef All Life Stage Dog Food,4.8,Norma,09-13-2018,Picky Picky Papillons,"Papillons tend to be picky, VERY picky. Before Freshpet it was a battle to get our two Papillon divas to eat anything. Every night a struggle. No more. Faith and Lexi are obsessed with their food. Finally meal times are a joy. The younger of our two Papillons is 7 months old. First thing she does is search the bowls looking for the carrots and green beans in her bowl and her sisters bowl. Thank you Thank you.",N,3,13
Freshpet® Nature's Fresh With-Grains Beef All Life Stage Dog Food,4.8,Tara,09-12-2018,Our dog loves it,Our dog just can't get enough of it.,N,3,13
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,AbHouse,01-13-2023,Expired meat,"Item delivered today which has an expired date of last Year October 2022. This should not even be on a shelf 3 months past date! Now I have to drive to a store and return, that’s why I paid in tip to have it delivered in the first place to not have to go into a store. Will not be using delivery service anymore and will always check expiration date before purchasing anything from PetSmart!! 0 stars.",N,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,,01-10-2023,Dog loves,It would be 5 star if each patty was wrapped individually. I have a small dog who wasn’t able to consume full patty in day   I ended up throwing one away,Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,big smile,09-05-2022,what a burger,look great and dog like as much as real one and i thought it taste good by her action,Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,MaxS2,08-31-2022,My dog loved it,"Max, my dog, is a picky eater. He loved these patties.",N,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Tonanzy,08-14-2022,Saint Bernard puppy loves it!,My 10 month puppy had been sick and refused to eat her kibble but I cut off 2 table spoon size pieces of this patty into small fine pieces and mixed it in with her food…she absolutely loved it!! She will eat her kibble without waiting for the patty pieces now but it definitely wouldn’t have been the case if I’d never had her try the patty :),Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,S logan,08-10-2022,Dog loves it,I finally found something the dog loves for dinner.,Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Ras mom,08-06-2022,Only dig food our dog will eat,Thus is fresh food that breaks up east that my picky eater.,N,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Bobbi25,04-23-2022,Expired Food being Sold,"Purchased for my very picky eater Morkie.  Upon opening that night they smelled a little different but just thought it was what they were suppose to smell like.  Thank goodness my dog is a picky eater, ended up throwing the dish of food out.  Tried again the next night and they smelled worse…then I looked at the expiration, over a month past selling date.  The store manager and I even were discussing that this was a new product for them….",N,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Rasmom,02-23-2022,Very picky dog,From day one my dog would eat this good.  Unfortunately there are frequent outages.,Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,tinker60,01-22-2022,somethng different,"We would have preferred chicken, but all they had in stock in the Ocala FL store was beef",Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Cupcakesmonny,07-30-2021,I have this chiauaha...,Who want eat anyyyyythinggg.. she drives me out of my mind. She eats nature's recipe... Pretty well. BUT ....  Freshpet Homestyle Creations Adult Fresh Dog Food - Beef AND CHICKEN.. she eats with no problem.. only the party type. My vet says it's awesome.. and she eats it.. it's a win win.,Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Jackson or “Jack Hammer “,01-14-2021,Deliciousness to go,"Hello, I bought this product with the intent of our service dog Jackson might enjoy something new.  We buy consistently the following: chunky beef recipe, chicken recipe with vegetables, and turkey with chicken and chicken liver varieties.  Jackson is very dear to us.  He likes your fresh pet home style creations natural beef recipe.  I added some vegetables and he licked clean his plate.  Thank you as he has congestive heart ❤️ failure and it is important that he eat as healthy as possible.  Could you please send me some coupons? Thank you",Y,2,16
Freshpet Homestyle Creations All Life Stage Fresh Dog Food - Beef,4.0,Heather,01-29-2019,Loves It,What a great thing to do for your dog.√Ç¬† Feed him healthy and natural'. He loves it!,N,2,16
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,rosie dee,01-17-2023,,"I bought this for my dog, who usually likes it, but it went bad in 4 days. Usually it lasts 7-9 days.",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,they2know,12-12-2022,Helps us,"My dog is blind and has diabetes.   Never could get her #'s where they should be.  But I believe this has helped.  It's all natural, no sugar.  And seems to have leveled her out with her prescription dog food.",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,L7J71,10-17-2022,My Dog hated it,Bought this eeeks ago and our dogs wanted nothing to do with it. Took a few bites abd walked away. Never ate it after many tries.,N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Maria325,10-17-2022,My dog was throwing it up,2 time I bought  this thought it was a great idea to buy two bag. My dog ate it and was throwing it up. Called vet and it was the food,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Bo5x,09-13-2022,,"My dog loves it, he prefers this over dry food......",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Sammieandamy,09-11-2022,My senior dog loves it,My senior dog loves it. We switch a lot of food because he doesnt like anything much. I think he like the texture. It is smell good too. Only one complaint is.. increasing cavity,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Mommy loves Nova,09-08-2022,MY Shorkie devoured it!,My far baby absolutely loved this food! She is very picky but loved indulging in pet food. I'll be buying more!,N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,they2know,07-13-2022,Strange dog,I bought this to add to my dog's dry food.  She really enjoys this as she picks out the fresh pet that I mix in,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Sin12,05-23-2022,Dog food,They love this food n I only buy this brand cause it’s only one they eat,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Flolo,04-24-2022,,Please keep this product always in stock . It is a great product,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Tlmp,03-20-2022,This dog food was horrible.,This dog food smelled like garlic. My dog would not eat it at all. It left a horrible smell in my house. Never will buy it again @,N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Tiki and luci,03-07-2022,Best pet food ever,Healthy and nutritious.  My dogs can’t get enough of this stuff,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Ginabk123,12-11-2021,,My dog loves it and begs for it all the time.   He loves it,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,TobysMom11,12-09-2021,Dog approved!,My picky dog has always had trouble eating consistently. This food adds enough flavor and scent to his food to get him interested. His meals are 25% of this and 75% kibble and has really seemed to help.,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Foxy Brown,10-22-2021,Must taste delicious!,This is the only food my spoiled baby will even look at.  Anything else is just going to spoil in her bowl.,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Teddy my dog,10-07-2021,My dog loves this food,Thank you for carrying this product soft enough for my dog to eat.,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Gigi68,09-19-2021,My dogs love it!!!,Add a 1/4 cup to some of their dry kibble. They gobble it all up.,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Maria H,09-18-2021,Best food,"My 13 year old pup had 3 teeth pulled and needed to east soft food for a week. He loved it , used as food as well as treats since he could not eat hard bones.  Just purchased more, he loves it .",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Patti and Dino,09-08-2021,Gerat topper for dry food,"Sometimes the dog refuses to eat his dry food, but when we put this on top he gobbles it down.",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Freshpet,08-26-2021,Freshpet nature's fresh grain free chicken,"My dog loved this on his dry kibble , was glad to find the bigger bag , wish they would keep their stock up",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,,10-21-2020,Our Toothless Super Seniors Love It!,"We have been feeding our 21 year old toothless rescue, Bear, this food for the past three years and he absolutely loves it! Our new rescue, Scoops, is also a super senior and is a huge fan as well! We use a food chopper to get the pieces as small as possible and it has worked wonderfully. Thank you for keeping our super seniors happy and healthy!",Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Trixxie23,06-30-2020,LOVE!! LOVE!! LOVE!!,So got a Pug puppy and started switching her to freshpet and OMG!! I have never seen her get this excited over her dry food. She literally does these hops following me to put the bowl down. I also got her the salmon chicken egg one and she goes insane for that one as well. The first I ever bought her was the big bag of chicken and that's when the love began and her mom on a research mission lol. Currently we are on this food and the salmon one and they are a hit!!!!,Y,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Christine Ludwick,01-20-2020,Saved our 12 year old labradoodle Muggsy!,We found our 12 year old labradoodle was slowly loosing weight and slowing down. I thought I would try some fresh food! He loves Freshpet and as soon as I get the bag out of the refrigerator he gets off the sofa to wait for his dinner. Because the fresh food touches his dry food he eats some of the dry food too. He has more pep and energy now and looks forward to meal time.,N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Nick,04-10-2017,Animal Welfare!,"I tried Freshpet because I was impressed that it uses chicken that is Step 2-rated according to the Global Animal Partnership, meaning the chickens were raised without cages and in enriched environments. As soon as I opened the bag Oscar was interested. I was impressed, too: even the best dog foods usually smell pretty funky to me, but this one smelled delicious, and I don't even eat meat. He loved it and his digestion seemed to improve over the previous food we'd been buying.",N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,SilverFox,04-07-2017,OMG! My dog loves this,"My IG is 13 yrs. young and loves chicken! I switched her over to Freshpet about 2 years ago and haven't looked back. I just noticed the new version of the mini nugget in the Whole Foods in Friendship Heights, DC store and hope its carried throughout all Whole Foods in the metro DC area. I've noticed the other Fresphpet options at the Unleashed by Petco and other pet stores but this is the only variety of Freshpet she goes for.She absolutely loves it and usually comes back to her bowl looking for more. I like it since I no longer have to cut up the log version, just scoop and go. So yes, I'm a big fan of this Freshpet brand and would recommended to any pet owner.LisaSilver Spring, MD",N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Lauren,03-24-2017,From tired cancer patient to frisky happy pup!,"Our little 6lb rescue chihuahua Orion has never been one to enjoy meal time. He shied away from his bowl no matter what we fed him. Sometimes we could coax him with a new wet food for a day or two but then it was back to not eating and hiding at meal time. When Orion was diagnosed with cancer we knew we needed him to have a healthy diet to keep him strong through his treatments. After trying so many different healthy food options, I came across the Freshpet stews. We had success! Even when he was tired and hurting Orion would eat a generous portion. Now in remission, he is like a new dog. He barks eagerly jumping up and down to let us know he is ready for his meals and gobbles up every bite. He has gained a full pound and his tiny little spine and hip bones are no longer visible. Orion is now a happy, frisky pup with tons of energy and a big appetite! I am so happy with his turnaround it brings tears to my eyes. I only wish we would have found Freshpet sooner, because after six years of ownership and battling cancer, our eight year old dog now acts like a puppy. We can't thank you enough and please don't ever stop making the chicken and beef stews!",N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Sammy,09-17-2015,He won't eat anything else!,I have a shih tzu and he loves his food. He refuses to eat anything else. My grandma would mix dry food in it and he would just eat around it. Because of his size and breed he ends up have problems with his hind legs and I feel like this food improves his strength. He is more playful and happy with his food. He will even let me know when he is hungry he will come up to me and bounce around until I follow him and then he stops in front of the fridge and nods his head.,N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Sara,02-26-2015,Willow actually likes food now,We recently adopted a new puppy. Up until this point I have never met a dog who didn't enjoy their food to the point of inhaling it. This puppy threw me for a curve when she would refuse food or not finish her food. We decided to try Freshpet and she LOVES it. We mixed it with her old brand and she would just eat the Freshpet leaving the kibble behind. She enjoys eating now and runs to her kennel when it is time to eat. She has not had any upset stomach due to the transition either. Working in the pet industry I have researched alot of pet foods and we are very pleased with this food. My only worry is Willow will not eat an entire bag within the 7 days so we may have to try freezing some of it.,N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,SavisMom,03-24-2014,My picky puppy adores this food!,"I was determined to find a natural, healthy food for my puppy without grains or meal listed as the main ingredients. There are several options out there and we tried them all. Unfortunately, my pup didn't take to any of them. She'd leave her bowl relatively untouched and was falling underweight. I found this food in the Whole Foods refrigerated pet section and decided, despite the steep price tag, to try it. Just upon opening the bag you can see and smell the difference - real chunks of meat and visible bits of veggies. It actually smells good. My pup now eagerly devours every meal. She's a healthy weight, has a beautiful coat and I attribute much of that to this fantastic product.",N,2,9
Freshpet® Nature's Fresh Grain Free Chicken All Life Stage Dog Food,4.583333333333333,Jason87,10-21-2013,Nature's Fresh Great Addition To Line,Nature's Fresh Chicken Roasted Meals is a great addition to the Freshpet line! A great grain free alternative with vegetables right in the chunks. Highly recommended.,N,2,9
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Yukil0ve,09-06-2022,10/10,My dog absolutely loved this food. She at it with no hesitation and she is a picky eater. It smelled so delicious. It was easy to measure out and serve compared to the hydrated food I have to add water to. Definitely going to buy this again.,Y,0,2
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Thatchickiki,08-13-2022,It started turning brown day 2 after opening,Not too happy. I buy this brand all the time and this new product turned colors fairly shortly after opening.,N,0,2
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Carla,06-01-2022,My picky pups are not picky anymore,"I started transitioning my dogs (12 year old and 7 month old) about 2 weeks ago because they had become very ""picky"".  Well, they are not picky anymore.  They eat every bite at meal times.",Y,0,2
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Teleka,03-12-2022,Awesome food,"I have a 4 year old 1.5lbs micro teacup chihuahua. She has many digestive issues and allergies
 This food really helps her out since it's fresh and all natural. I will never go back to canned food ever. This solved all her issues.",Y,0,2
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Jen,03-12-2021,My dog is eating like when he was a puppy!,"Our Westie, Rocky, is 15 and isn’t very interested in eating his normal food.  So we tried Ftesh Pet and we are so happy we did.  He now loves to eat and it makes him so happy.  Thank you for making our Senior boy excited to eat again.",Y,0,2
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Rabbit,08-22-2020,My Chihuahua loved it!,"My 14 year old Chihuahua loved it. He has never eaten so fast in his life. As soon as he tried it, I knew he loved it. It smells really good too. The texture is soft and perfect for an older dog.",Y,0,2
"Freshpet Nature's Fresh Small Breed All Life Stage Dog Food - Grain Free, Chicken",4.571428571428571,Connie,10-27-2018,Amazing!,"I have a adopted a lazy 6 year old poodle. I wasn't happy with the dry dog foods on the market. I started making my own food for him. I was afraid he wasn't getting proper nutrition. He would play ball then rest. I bought Freshpet for Small Dogs and now he is like a young dog! He runs around the house like a puppy! He actually gets his ball and goes to door to go out to play! Your food is amazing! Thank.you for my ""new "" dog.",N,0,2
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Mr Philips,09-19-2022,Dog Not Liking it.,My elderly 13 yrs old Husky is seemingly not wanting to eat this product which is hardly inexpensive.,N,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Lizpr1,07-11-2020,Mini Schnauzer Approved,"We were giving him the regular Freshpet food chicken rolls, he ate it but he wasn't impressed. We decided to eat healthier and change his food to NATURE’S FRESH chicken rolls and he absolutely loves it. He gets super excited for his food and we no longer have to force him. The quality and the smell of the food is so much better.",Y,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Doxie Mom,07-27-2019,Picky eater,My picky dachshunds eat this right up. And lick the bowl too. Even my diva dachshund and that's saying a lot!,N,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Donna,01-22-2019,My adult dog loves this food.,"I was feeding my 11 year old dog Fromm kibble only, which she loves, but when my local pet store offered me a tube to feed my dog I took it. I have never seen my dog look forward to meal time more then when I open the refrigerator. She licks the bowl and cannot get enough of Freshpet.",N,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Alina,01-20-2019,I am so happy with your product!,My puppy is 8 months old. I have tried at least ten brands of dog foods - she would throw up or refuse to eat it twice. But ever since I fed her Freshpet she loves it and does not throw up. I am so happy with your product! My dog Olivia and I thank you.,N,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Renee,05-26-2017,It worked for weight loss,My lab beagle mix was obese at 74 pounds. Ive neen feeding him a dry food from the vet and 2 cans of green beans. But he got really bored with the food and eating everything except his food and still gaining weight. I now give him 1 pound of freshpet a day. Later on 2 cans of green beans and at bedtime a half a cup of kibble that i feed my skinny dog. Even with some scraps at supper he has lost 7 pounds. A roll last 6 days and i alternate between chicken and beef. I need the big rolls so i havent tried the thier other products. And he doesnt stink like some other weight loss dog foods has caused. Give it a try. I think its been worth the price. I wish it was cheeper or i would have tried it sooner but i can afford it today and that is nice. And it smells and looks like baloney which really helps on the humane side of feeding time.,N,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Kay,04-10-2015,My Dog Kayla,"Thank God for your wonderful food! My dog Kayla was near death! One day she became very ill! We took her to emergency animal hospital, finding out she had a large mass on her spleen that ruptured and bleeding into her stomach. She was bleeding to death! But she was saved by a Blood transfusion and removal of spleen. And we thank God that the mass was benign! But she would hardly touch food. I bought the Freshpet chicken slice roll and mixed with boiled chicken and rice. And so happy to say she finally ate her food. Thank you so much she is getting stronger and stronger every day by your wonderful and healthy food.",N,0,1
Freshpet Nature's Fresh All Life Stage Dog Food - Chicken,4.7,Nance,11-06-2013,So good for my dog,My 13 1/2 year old collie mix began picking at her pedigree food that she's been eating for years and losing weight. I got worried even though she's older and people told me this is normal for older dogs. I started giving her some table food which she loved but I didn't want to cook for her everyday. So I bought Freshpet chicken roll and she loves it. Chows it down in 2 mins which she never did with her old food. Thank goodness. Her energy has picked up and she is her normal self again!!,N,0,1
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,Trixxie23,06-30-2020,LOVE!! LOVE!! LOVE!!,So got a Pug puppy and started switching her to freshpet and OMG!! I have never seen her get this excited over her dry food. She literally does these hops following me to put the bowl down. I also got her the salmon chicken egg one and she goes insane for that one as well. The first I ever bought her was the big bag of chicken and that's when the love began and her mom on a research mission lol. Currently we are on this food and the salmon one and they are a hit!!!!,Y,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,Christine Ludwick,01-20-2020,Saved our 12 year old labradoodle Muggsy!,We found our 12 year old labradoodle was slowly loosing weight and slowing down. I thought I would try some fresh food! He loves Freshpet and as soon as I get the bag out of the refrigerator he gets off the sofa to wait for his dinner. Because the fresh food touches his dry food he eats some of the dry food too. He has more pep and energy now and looks forward to meal time.,N,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,Nick,04-10-2017,Animal Welfare!,"I tried Freshpet because I was impressed that it uses chicken that is Step 2-rated according to the Global Animal Partnership, meaning the chickens were raised without cages and in enriched environments. As soon as I opened the bag Oscar was interested. I was impressed, too: even the best dog foods usually smell pretty funky to me, but this one smelled delicious, and I don't even eat meat. He loved it and his digestion seemed to improve over the previous food we'd been buying.",N,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,SilverFox,04-07-2017,OMG! My dog loves this,"My IG is 13 yrs. young and loves chicken! I switched her over to Freshpet about 2 years ago and haven't looked back. I just noticed the new version of the mini nugget in the Whole Foods in Friendship Heights, DC store and hope its carried throughout all Whole Foods in the metro DC area. I've noticed the other Fresphpet options at the Unleashed by Petco and other pet stores but this is the only variety of Freshpet she goes for.She absolutely loves it and usually comes back to her bowl looking for more. I like it since I no longer have to cut up the log version, just scoop and go. So yes, I'm a big fan of this Freshpet brand and would recommended to any pet owner.LisaSilver Spring, MD",N,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,Lauren,03-24-2017,From tired cancer patient to frisky happy pup!,"Our little 6lb rescue chihuahua Orion has never been one to enjoy meal time. He shied away from his bowl no matter what we fed him. Sometimes we could coax him with a new wet food for a day or two but then it was back to not eating and hiding at meal time. When Orion was diagnosed with cancer we knew we needed him to have a healthy diet to keep him strong through his treatments. After trying so many different healthy food options, I came across the Freshpet stews. We had success! Even when he was tired and hurting Orion would eat a generous portion. Now in remission, he is like a new dog. He barks eagerly jumping up and down to let us know he is ready for his meals and gobbles up every bite. He has gained a full pound and his tiny little spine and hip bones are no longer visible. Orion is now a happy, frisky pup with tons of energy and a big appetite! I am so happy with his turnaround it brings tears to my eyes. I only wish we would have found Freshpet sooner, because after six years of ownership and battling cancer, our eight year old dog now acts like a puppy. We can't thank you enough and please don't ever stop making the chicken and beef stews!",N,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,Sammy,09-17-2015,He won't eat anything else!,I have a shih tzu and he loves his food. He refuses to eat anything else. My grandma would mix dry food in it and he would just eat around it. Because of his size and breed he ends up have problems with his hind legs and I feel like this food improves his strength. He is more playful and happy with his food. He will even let me know when he is hungry he will come up to me and bounce around until I follow him and then he stops in front of the fridge and nods his head.,N,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,Sara,02-26-2015,Willow actually likes food now,We recently adopted a new puppy. Up until this point I have never met a dog who didn't enjoy their food to the point of inhaling it. This puppy threw me for a curve when she would refuse food or not finish her food. We decided to try Freshpet and she LOVES it. We mixed it with her old brand and she would just eat the Freshpet leaving the kibble behind. She enjoys eating now and runs to her kennel when it is time to eat. She has not had any upset stomach due to the transition either. Working in the pet industry I have researched alot of pet foods and we are very pleased with this food. My only worry is Willow will not eat an entire bag within the 7 days so we may have to try freezing some of it.,N,0,0
"Freshpet® Nature's Fresh All Life Stage Dog Food - With-Grain, Chicken",4.909090909090909,SavisMom,03-24-2014,My picky puppy adores this food!,"I was determined to find a natural, healthy food for my puppy without grains or meal listed as the main ingredients. There are several options out there and we tried them all. Unfortunately, my pup didn't take to any of them. She'd leave her bowl relatively untouched and was falling underweight. I found this food in the Whole Foods refrigerated pet section and decided, despite the steep price tag, to try it. Just upon opening the bag you can see and smell the difference - real chunks of meat and visible bits of veggies. It actually smells good. My pup now eagerly devours every meal. She's a healthy weight, has a beautiful coat and I attribute much of that to this fantastic product.",N,0,0
"Freshpet Nature's Fresh All Life Stage Dog Food - Grain Free, Turkey",5.0,Murphy,01-09-2021,My dog licks his bowl clean and keeps licking it!,"I had recently switched to a dehydrated food. My 12 lb 8 year old Shih Tzu liked it, but it was very expensive and autoship was an issue. I had seen Freshpet in the pet shop and decided to try it. He does well with Turkey. Needless to say, he loves it!",Y,0,0
"Freshpet Nature's Fresh All Life Stage Dog Food - Grain Free, Turkey",5.0,Kevin,07-01-2019,Picky eaters? No more!,"We had three older dogs, two of which were very picky eaters. They were so picky in fact, it was difficult to find something they would eat. FreshPet solved the problem.",N,0,0
"Freshpet Nature's Fresh All Life Stage Dog Food - Grain Free, Turkey",5.0,Jasmin,07-16-2018,Ziza√¢‚Ç¨‚Ñ¢s Favorite food,When I first adopted my dog two years ago I was challenged to find something he liked to eat. A friend introduced me to Freshpet so I tried it with Ziza and he loved it! I√¢‚Ç¨‚Ñ¢ve recommended to all my friends as well. Give it a try. You won√¢‚Ç¨‚Ñ¢t be disappointed.,N,0,0
"Freshpet Nature's Fresh All Life Stage Dog Food - Grain Free, Turkey",5.0,Analla,01-27-2018,Great for pets with allergies!,Cured my boxer of allergies. Wish they made more options without chicken/chicken products. This has been amazing for my dogs skin.,N,0,0
"Freshpet Nature's Fresh All Life Stage Dog Food - Grain Free, Turkey",5.0,Dave,11-09-2017,Fussy eater,"Ever since we brought Rusty home he has been a fussy eater. After a few days to a week we had to start adding things to make it more appealing and some he would not touch right from the start. Every different food we tried, and there were many. Three weeks with the grain free turkey and he still is anxious to get his meals. This is the first time in 8 months. We were having a tough time finding this food in the area we live, and would like to send a special thanks to Angela A. for her help.",N,0,0
"Freshpet Nature's Fresh All Life Stage Dog Food - Grain Free, Turkey",5.0,mattydubs,10-03-2016,Hard to Teach An Old Dog...,"After my fifteen year old Jack Russel had AVVI, he became very picky about what he ate. Part of this is due to the medication he is on, but he lost four pounds (down from twenty to sixteen, which would be akin to me, a 145 pound man losing 29 pounds... I'd look like a skeleton, if I didn't just die) when he quit eating the food he was accustomed to (dry). We had some luck with a dehydrated brand that the pet store three blocks away recommended, but after a bout of nausea, he refused to eat it at all. I'll be frank, perhaps this is what happens when you live in the middle of a city, but the owners of that store pooh-poohed Nature's Fresh. ""It's precooked, it's not natural."" Fine. But this is what my dog will eat.I have no such complaints about Nature's Fresh. Sure, it's something you can buy at Whole Foods, but it's the only way we can get our old man to eat. He loves it. He whines (which he never does for any other reason) when I start mashing it up. It is his absolute favorite.I am sure that all dogs can benefit from Nature's Fresh, but honestly, it seems to be very popular with older dogs who have digestive issues. He's still not up to weight, but he has slowly been getting close and there is no way he would have gotten there without it. Kudos to y'all for your good work. Hell, I have tried a bite and it, unlike dry food, is something I could eat, sort of like Mad Max did in The Roadwarrior. (I always try a nibble of my dog's food when we try something new... I'm eternally curious.)",N,0,0
