Product,Flavor,14 LB_offer_price,14 LB_recommended_price,25 LB_offer_price,25 LB_recommended_price,5 LBS_offer_price,5 LBS_recommended_price,40 LBS_offer_price,40 LBS_recommended_price,Grain_Free,Life_Stage,URL,Rating,Reviews,25 LBS_offer_price,25 LBS_recommended_price,13 LBS_offer_price,13 LBS_recommended_price,4.5 LBS_offer_price,4.5 LBS_recommended_price,35 LBS_offer_price,35 LBS_recommended_price,6 LBS_offer_price,6 LBS_recommended_price,18 LBS_offer_price,18 LBS_recommended_price,47 LBS_offer_price,47 LBS_recommended_price,30 LBS_offer_price,30 LBS_recommended_price,15 LBS_offer_price,15 LBS_recommended_price,4 LBS_offer_price,4 LBS_recommended_price,28.5 LBS_offer_price,28.5 LBS_recommended_price,15.5 LBS_offer_price,15.5 LBS_recommended_price,45 LBS_offer_price,45 LBS_recommended_price,14 LBS_offer_price,14 LBS_recommended_price,16 LBS_offer_price,16 LBS_recommended_price,41 LBS_offer_price,41 LBS_recommended_price,37.5 LBS_offer_price,37.5 LBS_recommended_price,50 LBS_offer_price,50 LBS_recommended_price,12 LBS_offer_price,12 LBS_recommended_price,24 LBS_offer_price,24 LBS_recommended_price,28 LBS_offer_price,28 LBS_recommended_price,2.5 LBS_offer_price,2.5 LBS_recommended_price,34 LBS_offer_price,34 LBS_recommended_price,26 LBS_offer_price,26 LBS_recommended_price,33 LBS_offer_price,33 LBS_recommended_price,44 LBS_offer_price,44 LBS_recommended_price,22.5 LBS_offer_price,22.5 LBS_recommended_price,11.5 LBS_offer_price,11.5 LBS_recommended_price,22 LBS_offer_price,22 LBS_recommended_price,11 LBS_offer_price,11 LBS_recommended_price,20 LBS_offer_price,20 LBS_recommended_price,1 LBS_offer_price,1 LBS_recommended_price,21.5 LBS_offer_price,21.5 LBS_recommended_price,3.5 LBS_offer_price,3.5 LBS_recommended_price,10 LBS_offer_price,10 LBS_recommended_price,17 LBS_offer_price,17 LBS_recommended_price,7 LBS_offer_price,7 LBS_recommended_price,21 LBS_offer_price,21 LBS_recommended_price,31.1 LBS_offer_price,31.1 LBS_recommended_price,8 LBS_offer_price,8 LBS_recommended_price,2 OZ_offer_price,2 OZ_recommended_price,25 OZ_offer_price,25 OZ_recommended_price,9.5 OZ_offer_price,9.5 OZ_recommended_price,37 LBS_offer_price,37 LBS_recommended_price,4 LB_offer_price,4 LB_recommended_price,18 LB_offer_price,18 LB_recommended_price,12.5 LBS_offer_price,12.5 LBS_recommended_price,38.5 LBS_offer_price,38.5 LBS_recommended_price,48.4 LBS_offer_price,48.4 LBS_recommended_price,3 LBS_offer_price,3 LBS_recommended_price,19 LBS_offer_price,19 LBS_recommended_price,24 LB_offer_price,24 LB_recommended_price,8.5 LBS_offer_price,8.5 LBS_recommended_price,27.5 LBS_offer_price,27.5 LBS_recommended_price,17.6 LBS_offer_price,17.6 LBS_recommended_price,30.6 LBS_offer_price,30.6 LBS_recommended_price,1.75 LBS_offer_price,1.75 LBS_recommended_price,5.5 LBS_offer_price,5.5 LBS_recommended_price,7.7 LBS_offer_price,7.7 LBS_recommended_price,25.3 LBS_offer_price,25.3 LBS_recommended_price,28.6 LBS_offer_price,28.6 LBS_recommended_price,6.6 LBS_offer_price,6.6 LBS_recommended_price,1.5 LBS_offer_price,1.5 LBS_recommended_price,1 LB_offer_price,1 LB_recommended_price,13.5 LBS_offer_price,13.5 LBS_recommended_price,27 LBS_offer_price,27 LBS_recommended_price,27.5 LB_offer_price,27.5 LB_recommended_price,7.4 LBS_offer_price,7.4 LBS_recommended_price,36 LBS_offer_price,36 LBS_recommended_price,20 LB_offer_price,20 LB_recommended_price
diamond-naturals-large-breed-lamb-meal-and-rice-adult-dry-dog-food-40-lbs-3173821,Lamb,,,,,,,$46.99,$47.99,No,Adult,https://www.petco.com/shop/en/petcostore/product/diamond-naturals-large-breed-lamb-meal-and-rice-adult-dry-dog-food-40-lbs-3173821,4.68,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-classic-puppy-recipe-4-lbs-2511373,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/merrick-classic-puppy-recipe-4-lbs-2511373,4.6274,212,,,,,,,,,,,,,,,,,,,$22.98,$23.49,,,,,,,,,,,,,,,,,$47.98,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nutro-natural-choice-limited-ingredient-diet-lamb-and-rice-senior-dog-food-30-lbs-2414338,Lamb,,,,,,,,,No,Senior,https://www.petco.com/shop/en/petcostore/product/nutro-natural-choice-limited-ingredient-diet-lamb-and-rice-senior-dog-food-30-lbs-2414338,4.5935,155,,,,,,,,,,,,,,,$62.98,$71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-gold-plasma-nutrientboost-hund-n-flocken-beef-recipe-dry-dog-food-4-lbs-3335519,Beef,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/solid-gold-plasma-nutrientboost-hund-n-flocken-beef-recipe-dry-dog-food-4-lbs-3335519,4.7234,188,,,,,,,,,,,,,,,,,,,$21.99,$21.99,,,,,,,,,,,,,,,,,,,$72.99,$72.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default-product-name-3000911,Chicken,,,,,,,,,Yes,Senior,https://www.petco.com/shop/en/petcostore/product/default-product-name-3000911,4.7234,47,,,,,,,,,,,,,,,,,,,$16.99,$16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$29.99,$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole-earth-farms-grain-free-small-breed-recipe-with-pork-beef-and-lamb-dry-dog-food-12-lbs-2737102,Pork,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/whole-earth-farms-grain-free-small-breed-recipe-with-pork-beef-and-lamb-dry-dog-food-12-lbs-2737102,4.8283,198,,,,,,,,,,,,,,,,,,,$10.99,$10.99,,,,,,,,,,,,,,,,,$28.99,$28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eukanuba-puppy-large-breed-dry-food-45-lbs-3315340,,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/eukanuba-puppy-large-breed-dry-food-45-lbs-3315340,4.875,8,,,,,$17.99,$21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-full-source-raw-coated-kibble-real-lamb-and-venison-with-healthy-grains-dry-dog-food-20-lbs-3131559,Lamb,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-full-source-raw-coated-kibble-real-lamb-and-venison-with-healthy-grains-dry-dog-food-20-lbs-3131559,4.3934,61,,,,,,,,,,,,,,,,,,,$27.99,$27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$84.99,$84.99,,,,,,,$56.99,$56.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-prescription-diet-id-low-fat-digestive-care-chicken-flavor-dry-dog-food-85-lb-bag-2190688,Chicken,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/hills-prescription-diet-id-low-fat-digestive-care-chicken-flavor-dry-dog-food-85-lb-bag-2190688,4.5931,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$49.99,$49.99,,,$81.99,$81.99,,,,,,,,,,,,,,,,,,,,,,,$107.99,$107.99,,,,,,
canidae-grain-free-pure-meadow-senior-dog-food-4-lbs-2385805,Chicken,,,,,,,,,Yes,Senior,https://www.petco.com/shop/en/petcostore/product/canidae-grain-free-pure-meadow-senior-dog-food-4-lbs-2385805,4.8411,151,,,,,,,,,,,,,,,,,,,$19.99,$19.99,,,,,,,,,,,,,,,,,$42.99,$42.99,$74.99,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole-earth-farms-adult-dry-dog-food-12-lbs-2807457,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/whole-earth-farms-adult-dry-dog-food-12-lbs-2807457,4.6532,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$27.99,$27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole-earth-farms-grain-free-turkey-and-duck-dog-food-4-lbs-2389312,Turkey,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/whole-earth-farms-grain-free-turkey-and-duck-dog-food-4-lbs-2389312,4.8285,239,$46.99,$46.99,,,,,,,,,,,,,,,,,$10.99,$10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-wilderness-rocky-mountain-recipe-with-red-meat-small-breed-dog-food-10-lbs-2286022,Beef,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-wilderness-rocky-mountain-recipe-with-red-meat-small-breed-dog-food-10-lbs-2286022,4.7584,149,,,,,,,,,,,,,,,,,,,$26.99,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$43.99,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-one-smartblend-turkey-and-venison-adult-dog-food-275-lbs-2173116,Turkey,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/purina-one-smartblend-turkey-and-venison-adult-dog-food-275-lbs-2173116,4.7635,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$45.17,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,$21.99,$21.99,$56.00,$59.99,,
wholehearted-simple-blends-beef-rice-and-egg-recipe-dry-dog-food-4-lbs-3479301,Beef,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-simple-blends-beef-rice-and-egg-recipe-dry-dog-food-4-lbs-3479301,4.625,40,,,,,,,,,,,,,,,,,,,$12.99,$12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$49.99,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wellness-core-rawrev-wholesome-grains-original-turkey-recipe-dry-dog-food-4-lbs-bag-3124551,Turkey,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/wellness-core-rawrev-wholesome-grains-original-turkey-recipe-dry-dog-food-4-lbs-bag-3124551,4.3818,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$18.98,$21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$76.98,$79.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
